,GB_Acession,Original,Access..No,Museum,Added.to.Database,Website,Family,Genus,Species,Endemic,Locality,Latitude,Longitude,SpecName
314,KX133773,FMNH_393401,393401,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133773_FMNH_393401_ND2
315,KX133774,FMNH_393402,393402,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133774_FMNH_393402_ND2
316,KX133775,FMNH_393403,393403,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133775_FMNH_393403_ND2
317,KX133776,FMNH_393404,393404,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133776_FMNH_393404_ND2
318,KX133777,FMNH_393405,393405,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133777_FMNH_393405_ND2
319,KX133778,FMNH_395986,395986,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133778_FMNH_395986_ND2
320,KX133779,FMNH_396060,396060,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133779_FMNH_396060_ND2
321,KX133780,FMNH_396115,396115,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133780_FMNH_396115_ND2
322,KX133781,FMNH_396116,396116,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133781_FMNH_396116_ND2
323,KX133782,FMNH_396117,396117,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133782_FMNH_396117_ND2
324,KX133783,FMNH_396118,396118,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133783_FMNH_396118_ND2
325,KX133784,FMNH_396119,396119,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133784_FMNH_396119_ND2
326,KX133785,FMNH_396120,396120,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133785_FMNH_396120_ND2
327,KX133786,FMNH_396121,396121,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133786_FMNH_396121_ND2
328,KX133787,FMNH_396122,396122,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133787_FMNH_396122_ND2
329,KX133788,FMNH_396123,396123,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133788_FMNH_396123_ND2
330,KX133789,FMNH_396124,396124,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133789_FMNH_396124_ND2
331,KX133790,FMNH_427348,427348,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133790_FMNH_427348_ND2
332,KX133791,FMNH_427389,427389,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133791_FMNH_427389_ND2
333,KX133792,FMNH_429325,429325,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133792_FMNH_429325_ND2
334,KX133793,FMNH_429326,429326,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133793_FMNH_429326_ND2
335,KX133794,FMNH_431267,431267,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133794_FMNH_431267_ND2
336,KX133795,FMNH_431268,431268,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133795_FMNH_431268_ND2
337,KX133796,FMNH_431269,431269,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133796_FMNH_431269_ND2
338,KX133797,FMNH_434465,434465,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133797_FMNH_434465_ND2
339,KX133798,FMNH_434466,434466,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133798_FMNH_434466_ND2
340,KX133799,FMNH_436528,436528,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133799_FMNH_436528_ND2
341,KX133800,FMNH_438743,438743,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133800_FMNH_438743_ND2
342,KX133801,FMNH_438744,438744,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133801_FMNH_438744_ND2
343,KX133802,FMNH_438745,438745,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133802_FMNH_438745_ND2
344,KX133803,FMNH_438746,438746,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133803_FMNH_438746_ND2
345,KX133804,FMNH_438747,438747,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133804_FMNH_438747_ND2
346,KX133805,FMNH_449166,449166,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133805_FMNH_449166_ND2
347,KX133806,MJR-01037_,,MJR-01037,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133806_MJR-01037_ND2
348,KX133807,MJR-01041_,,MJR-01041,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133807_MJR-01041_ND2
349,KX133808,MJR-01083_,,MJR-01083,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133808_MJR-01083_ND2
350,KX133809,MJR-01084_,,MJR-01084,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133809_MJR-01084_ND2
351,KX133810,MJR-01086_,,MJR-01086,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133810_MJR-01086_ND2
352,KX133811,UADBA_47710,47710,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133811_UADBA_47710_ND2
353,KX133812,UADBA_47400,47400,UADBA,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133812_UADBA_47400_ND2
354,KX133813,UADBA_30898,30898,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133813_UADBA_30898_ND2
355,KX133814,UADBA_30921,30921,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133814_UADBA_30921_ND2
356,KX133815,UADBA_30923,30923,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133815_UADBA_30923_ND2
357,KX133816,UADBA_30924,30924,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133816_UADBA_30924_ND2
358,KX133817,UADBA_31279,31279,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133817_UADBA_31279_ND2
359,KX133818,UADBA_30926,30926,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133818_UADBA_30926_ND2
360,KX133819,UADBA_30932,30932,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133819_UADBA_30932_ND2
361,KX133820,UADBA_31007,31007,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133820_UADBA_31007_ND2
362,KX133821,UADBA_31021,31021,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133821_UADBA_31021_ND2
363,KX133822,UADBA_31026,31026,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133822_UADBA_31026_ND2
364,KX133823,UADBA_33462,33462,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133823_UADBA_33462_ND2
365,KX133824,UADBA_31228,31228,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133824_UADBA_31228_ND2
366,KX133825,UADBA_31346,31346,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133825_UADBA_31346_ND2
367,KX133826,UADBA_31071,31071,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133826_UADBA_31071_ND2
368,KX133827,UADBA_31077,31077,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133827_UADBA_31077_ND2
369,KX133828,UADBA_31363,31363,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133828_UADBA_31363_ND2
370,KX133829,UADBA_31364,31364,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133829_UADBA_31364_ND2
371,KX133830,UADBA_31083,31083,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133830_UADBA_31083_ND2
372,KX133831,UADBA_31084,31084,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133831_UADBA_31084_ND2
373,KX133832,UADBA_31161,31161,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133832_UADBA_31161_ND2
374,KX133833,UADBA_31162,31162,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133833_UADBA_31162_ND2
375,KX133834,UADBA_31405,31405,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133834_UADBA_31405_ND2
376,KX133835,UADBA_33502,33502,UADBA,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133835_UADBA_33502_ND2
377,KX133836,UADBA_33503,33503,UADBA,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133836_UADBA_33503_ND2
378,KX133837,UADBA_33510,33510,UADBA,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133837_UADBA_33510_ND2
379,KX133839,UADBA_31321,31321,UADBA,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133839_UADBA_31321_ND2
380,OR113514,FMNH_384682,384682,FMNH,NA,NA,Centropidae,Centropus,toulou,,NA,NA,NA,Centropus_toulou_OR113514_FMNH_384682_ND2
