"","GB_Acession","Original","Access..No","Museum","Added.to.Database","Website","Family","Genus","Species","Endemic","Locality","Latitude","Longitude","SpecName"
"442","KT023376","FMNH_352791","352791","FMNH",NA,NA,"Columbidae","Oena","capensis",NA,NA,NA,NA,"Oena_capensis_KT023376_FMNH_352791_CYTB"
"443","HQ706181","FMNH_427370","427370","FMNH",NA,NA,"Bernieridae","Xanthomixis","apperti",NA,NA,NA,NA,"Xanthomixis_apperti_HQ706181_FMNH_427370_CYTB"
"444","HQ706177","FMNH_393280","393280","FMNH",NA,NA,"Bernieridae","Crossleyia","xanthophrys",NA,NA,NA,NA,"Crossleyia_xanthophrys_HQ706177_FMNH_393280_CYTB"
"445","AF407438","FMNH_396235","396235","FMNH",NA,NA,"Brachypteraciidae","Atelornis","crossleyi",NA,NA,NA,NA,"Atelornis_crossleyi_AF407438_FMNH_396235_CYTB"
"446","HQ706179","FMNH_438719","438719","FMNH",NA,NA,"Bernieridae","Oxylabes","madagascariensis",NA,NA,NA,NA,"Oxylabes_madagascariensis_HQ706179_FMNH_438719_CYTB"
"447","HQ706131","FMNH_438721","438721","FMNH",NA,NA,"Bernieridae","Hartertula","flavoviridis",NA,NA,NA,NA,"Hartertula_flavoviridis_HQ706131_FMNH_438721_CYTB"
"448","HQ333046","FMNH_436448","436448","FMNH",NA,NA,"Bernieridae","Thamnornis","chloropetoides",NA,NA,NA,NA,"Thamnornis_chloropetoides_HQ333046_FMNH_436448_CYTB"
"449","HQ706178","FMNH_363849","363849","FMNH",NA,NA,"Bernieridae","Cryptosylvicola","randrianasoloi",NA,NA,NA,NA,"Cryptosylvicola_randrianasoloi_HQ706178_FMNH_363849_CYTB"
"450","MH035642","BMNH_1931.8.18.2781","1931.8.18.2781","BMNH",NA,NA,"Locustellidae","Bradypterus","seebohmi",NA,NA,NA,NA,"Bradypterus_seebohmi_MH035642_BMNH_1931.8.18.2781_CYTB"
"451","MH035643","ZMUC_27.94","27.94","ZMUC",NA,NA,"Locustellidae","Bradypterus","seebohmi",NA,NA,NA,NA,"Bradypterus_seebohmi_MH035643_ZMUC_27.94_CYTB"
"452","MH035645","ZMUC_27.941","27.941","ZMUC",NA,NA,"Locustellidae","Bradypterus","brunneus",NA,NA,NA,NA,"Bradypterus_brunneus_MH035645_ZMUC_27.941_CYTB"
"453","AY987238","NA_NA",NA,NA,NA,NA,"Accipitridae","Eutriorchis","astur",NA,NA,NA,NA,"Eutriorchis_astur_AY987238_NA_NA_CYTB"
"454","AY987320","NA_NA",NA,NA,NA,NA,"Accipitridae","Haliaeetus","vociferoides",NA,NA,NA,NA,"Haliaeetus_vociferoides_AY987320_NA_NA_CYTB"
"455","MF871704","FMNH_384685","384685","FMNH",NA,NA,"Strigidae","Athene","superciliaris",NA,NA,NA,NA,"Athene_superciliaris_MF871704_FMNH_384685_CYTB"
"456","MT050597","CAS_96988","96988","CAS",NA,NA,"Estrildidae","Lepidopygia","nana",NA,NA,NA,NA,"Lepidopygia_nana_MT050597_CAS_96988_CYTB"
"457","ON081271","U3587_NA",NA,"U3587",NA,NA,"Ploceidae","Foudia","madagascariensis",NA,NA,NA,NA,"Foudia_madagascariensis_ON081271_U3587_NA_CYTB"
"458","AF407441","FMNH_396234","396234","FMNH",NA,NA,"Brachypteraciidae","Atelornis","pittoides",NA,NA,NA,NA,"Atelornis_pittoides_AF407441_FMNH_396234_CYTB"
"459","AF407439","FMNH_384704","384704","FMNH",NA,NA,"Brachypteraciidae","Atelornis","crossleyi",NA,NA,NA,NA,"Atelornis_crossleyi_AF407439_FMNH_384704_CYTB"
"460","AF407440","FMNH_384701","384701","FMNH",NA,NA,"Brachypteraciidae","Atelornis","pittoides",NA,NA,NA,NA,"Atelornis_pittoides_AF407440_FMNH_384701_CYTB"
"461","AF407442","FMNH_396233","396233","FMNH",NA,NA,"Brachypteraciidae","Atelornis","pittoides",NA,NA,NA,NA,"Atelornis_pittoides_AF407442_FMNH_396233_CYTB"
"462","AF407443","FMNH_384760","384760","FMNH",NA,NA,"Brachypteraciidae","Atelornis","pittoides",NA,NA,NA,NA,"Atelornis_pittoides_AF407443_FMNH_384760_CYTB"
"463","AF407444","FMNH_384759","384759","FMNH",NA,NA,"Brachypteraciidae","Atelornis","pittoides",NA,NA,NA,NA,"Atelornis_pittoides_AF407444_FMNH_384759_CYTB"
"465","AF407446","FMNH_345687","345687","FMNH",NA,NA,"Brachypteraciidae","Brachypteracias","leptosomus",NA,NA,NA,NA,"Brachypteracias_leptosomus_AF407446_FMNH_345687_CYTB"
"466","AF407447","FMNH_384758","384758","FMNH",NA,NA,"Brachypteraciidae","Geobiastes","squamiger",NA,NA,NA,NA,"Geobiastes_squamiger_AF407447_FMNH_384758_CYTB"
"467","AF407449","FMNH_NA",NA,"FMNH",NA,NA,"Leptosomidae","Leptosomus","discolor",NA,NA,NA,NA,"Leptosomus_discolor_AF407449_FMNH_NA_CYTB"
"468","AF407451","FMNH_350940","350940","FMNH",NA,NA,"Coraciidae","Eurystomus","orientalis",NA,NA,NA,NA,"Eurystomus_orientalis_AF407451_FMNH_350940_CYTB"
"469","AF407452","FMNH_384689","384689","FMNH",NA,NA,"Coraciidae","Eurystomus","glaucurus",NA,NA,NA,NA,"Eurystomus_glaucurus_AF407452_FMNH_384689_CYTB"
"470","JQ239217","FMNH_345885","345885","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_JQ239217_FMNH_345885_CYTB"
"471","AY994413","AMNH_532032","532032","AMNH",NA,NA,"Accipitrinae","Milvus","migrans",NA,NA,NA,NA,"Milvus_migrans_AY994413_AMNH_532032_CYTB"
"472","MH307539","L565_","","L565",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307539_L565__CYTB"
"473","MH307541","L566_","","L566",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307541_L566__CYTB"
"474","JX236395","FMNH_345863","345863","FMNH",NA,NA,"Vangidae","Mystacornis","crossleyi",NA,NA,NA,NA,"Mystacornis_crossleyi_JX236395_FMNH_345863_CYTB"
"475","GU586646","FMNH_436426","436426","FMNH",NA,NA,"Caprimulginae","Caprimulgus","madagascariensis",NA,NA,NA,NA,"Caprimulgus_madagascariensis_GU586646_FMNH_436426_CYTB"
"476","MK049548","NA_NA",NA,NA,NA,NA,"Tytonidae","Tyto","soumagnei",NA,NA,NA,NA,"Tyto_soumagnei_MK049548_NA_NA_CYTB"
"477","OQ551050","FMNH_449163","449163","FMNH",NA,NA,"Alaudidae","Eremopterix","hova",NA,NA,NA,NA,"Eremopterix_hova_OQ551050_FMNH_449163_CYTB"
"478","KJ749824","NA_NA",NA,NA,NA,NA,"Aepyornithidae","Aepyornis","hildebrandti",NA,NA,NA,NA,"Aepyornis_hildebrandti_KJ749824_NA_NA_CYTB"
"479","KJ749825","NA_NA",NA,NA,NA,NA,"Aepyornithidae","Mullerornis","agilis",NA,NA,NA,NA,"Mullerornis_agilis_KJ749825_NA_NA_CYTB"
"480","KY412176","NA_NA",NA,NA,NA,NA,"Aepyornithidae","Aepyornis","sp.",NA,NA,NA,NA,"Aepyornis_sp._KY412176_NA_NA_CYTB"
"481","MN196537","NA_NA",NA,NA,NA,NA,"Threskiornithidae","Threskiornis","aethiopicus",NA,NA,NA,NA,"Threskiornis_aethiopicus_MN196537_NA_NA_CYTB"
"482","MW574377","FMNH_384730","384730","FMNH",NA,NA,"Phasianidae","Margaroperdix","madagarensis",NA,NA,NA,NA,"Margaroperdix_madagarensis_MW574377_FMNH_384730_CYTB"
"483","OP413807","AD_1664","1664","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413807_AD_1664_CYTB"
"484","OP413809","AD_1662","1662","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413809_AD_1662_CYTB"
"485","OP413801","AD_2135","2135","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413801_AD_2135_CYTB"
"486","OP413800","AD_2409","2409","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413800_AD_2409_CYTB"
"487","OP413803","AD_1670","1670","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413803_AD_1670_CYTB"
"488","OP413795","AD_276","276","AD",NA,NA,"Aepyornithidae","Mullerornis","modestus",NA,NA,NA,NA,"Mullerornis_modestus_OP413795_AD_276_CYTB"
"489","OP413798","AD_1293","1293","AD",NA,NA,"Aepyornithidae","Aepyornis","sp.",NA,NA,NA,NA,"Aepyornis_sp._OP413798_AD_1293_CYTB"
"490","OP413799","AD_1288","1288","AD",NA,NA,"Aepyornithidae","Aepyornis","sp.",NA,NA,NA,NA,"Aepyornis_sp._OP413799_AD_1288_CYTB"
"491","OP413790","AD_2127","2127","AD",NA,NA,"Aepyornithidae","Mullerornis","modestus",NA,NA,NA,NA,"Mullerornis_modestus_OP413790_AD_2127_CYTB"
"492","OP413793","AD_2110","2110","AD",NA,NA,"Aepyornithidae","Mullerornis","modestus",NA,NA,NA,NA,"Mullerornis_modestus_OP413793_AD_2110_CYTB"
"493","OP413806","AD_1665","1665","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413806_AD_1665_CYTB"
"494","OP413796","AD_2139","2139","AD",NA,NA,"Aepyornithidae","Aepyornis","sp.",NA,NA,NA,NA,"Aepyornis_sp._OP413796_AD_2139_CYTB"
"495","OP413791","AD_2125","2125","AD",NA,NA,"Aepyornithidae","Mullerornis","modestus",NA,NA,NA,NA,"Mullerornis_modestus_OP413791_AD_2125_CYTB"
"497","OP413805","AD_1666","1666","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413805_AD_1666_CYTB"
"498","OP413797","AD_2137","2137","AD",NA,NA,"Aepyornithidae","Aepyornis","sp.",NA,NA,NA,NA,"Aepyornis_sp._OP413797_AD_2137_CYTB"
"499","OP413802","AD_1739","1739","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413802_AD_1739_CYTB"
"501","OP413810","AD_2667","2667","AD",NA,NA,"Aepyornithidae","Aepyornis","maximus",NA,NA,NA,NA,"Aepyornis_maximus_OP413810_AD_2667_CYTB"
