,GB_Acession,Original,Access..No,Museum,Added.to.Database,Website,Family,Genus,Species,Endemic,Locality,Latitude,Longitude,SpecName
300,KT334009,MF_94,94,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT334009_MF_94_ND3
301,KY412176,NA_NA,NA,NA,NA,NA,Aepyornithidae,Aepyornis,sp.,,NA,NA,NA,Aepyornis_sp._KY412176_NA_NA_ND3
302,MG762179,FMNH_356999,356999,FMNH,NA,NA,Bernieridae,Thamnornis,chloropetoides,,NA,NA,NA,Thamnornis_chloropetoides_MG762179_FMNH_356999_ND3
303,MH005250,FMNH_429705,429705,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005250_FMNH_429705_ND3
304,MH005251,FMNH_438750,438750,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005251_FMNH_438750_ND3
305,MH005252,FMNH_438751,438751,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005252_FMNH_438751_ND3
306,MH005253,MJR_415,415,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005253_MJR_415_ND3
307,MH005254,MJR_624,624,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005254_MJR_624_ND3
308,MH005255,FMNH_438519,438519,FMNH,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005255_FMNH_438519_ND3
309,MH005256,FMNH_438520,438520,FMNH,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005256_FMNH_438520_ND3
310,MH005257,FMNH_438748,438748,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005257_FMNH_438748_ND3
311,MH005258,MJR_869,869,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005258_MJR_869_ND3
312,MH005259,FMNH_363855,363855,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005259_FMNH_363855_ND3
313,MH005260,MJR_1061,1061,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005260_MJR_1061_ND3
314,MH005261,MJR_1079,1079,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005261_MJR_1079_ND3
315,MH005262,MJR_1080,1080,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005262_MJR_1080_ND3
316,MH005263,MJR_264,264,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005263_MJR_264_ND3
317,MH005264,MJR_270,270,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005264_MJR_270_ND3
318,MH005265,MJR_358,358,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005265_MJR_358_ND3
319,MH005266,MJR_366,366,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005266_MJR_366_ND3
320,MH005267,MJR_367,367,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005267_MJR_367_ND3
321,MH005268,MJR_375,375,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005268_MJR_375_ND3
322,MH005269,MJR_418,418,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005269_MJR_418_ND3
323,MH005270,MJR_464,464,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005270_MJR_464_ND3
324,MH005271,MJR_526,526,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005271_MJR_526_ND3
325,MH005272,MJR_562,562,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005272_MJR_562_ND3
326,MH005273,MJR_563,563,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005273_MJR_563_ND3
327,MH005274,MJR_676,676,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005274_MJR_676_ND3
328,MH005275,MJR_688,688,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005275_MJR_688_ND3
329,MH005276,MJR_716,716,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005276_MJR_716_ND3
330,MH005277,MJR_752,752,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005277_MJR_752_ND3
331,MH005278,MJR_753,753,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005278_MJR_753_ND3
332,MH005279,MJR_770,770,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005279_MJR_770_ND3
333,MH005280,MJR_771,771,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005280_MJR_771_ND3
334,MH005281,MJR_820,820,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005281_MJR_820_ND3
335,MH005282,MJR_821,821,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005282_MJR_821_ND3
336,MH005283,MJR_894,894,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005283_MJR_894_ND3
337,MH005284,FMNH_352930,352930,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005284_FMNH_352930_ND3
338,MH005285,FMNH_363856,363856,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005285_FMNH_363856_ND3
339,MH005286,FMNH_363858,363858,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005286_FMNH_363858_ND3
340,MH005287,FMNH_384721,384721,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005287_FMNH_384721_ND3
341,MH005288,FMNH_384791,384791,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005288_FMNH_384791_ND3
342,MH005289,FMNH_393387,393387,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005289_FMNH_393387_ND3
343,MH005290,FMNH_393389,393389,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005290_FMNH_393389_ND3
344,MH005291,FMNH_395989,395989,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005291_FMNH_395989_ND3
345,MH005292,FMNH_395990,395990,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005292_FMNH_395990_ND3
346,MH005293,FMNH_396200,396200,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005293_FMNH_396200_ND3
347,MH005294,FMNH_396201,396201,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005294_FMNH_396201_ND3
348,MH005295,FMNH_396203,396203,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005295_FMNH_396203_ND3
349,MH005296,FMNH_396207,396207,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005296_FMNH_396207_ND3
350,MH005297,FMNH_396208,396208,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005297_FMNH_396208_ND3
351,MH005298,FMNH_396209,396209,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005298_FMNH_396209_ND3
352,MH005299,FMNH_429706,429706,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005299_FMNH_429706_ND3
353,MH005300,MJR_362,362,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005300_MJR_362_ND3
354,MH005301,MJR_394,394,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005301_MJR_394_ND3
355,MH005302,MJR_411,411,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005302_MJR_411_ND3
356,MH005303,MJR_416,416,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005303_MJR_416_ND3
357,MH005304,MJR_434,434,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005304_MJR_434_ND3
358,MH005305,MJR_455,455,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005305_MJR_455_ND3
359,MH005306,MJR_707,707,MJR,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005306_MJR_707_ND3
360,MH005307,FMNH_393364,393364,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005307_FMNH_393364_ND3
361,MH005308,FMNH_393365,393365,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005308_FMNH_393365_ND3
362,MH005309,FMNH_393366,393366,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005309_FMNH_393366_ND3
363,MH005310,FMNH_393367,393367,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005310_FMNH_393367_ND3
364,MH005311,FMNH_393368,393368,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005311_FMNH_393368_ND3
365,MH005312,FMNH_393369,393369,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005312_FMNH_393369_ND3
366,MH005313,FMNH_393371,393371,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005313_FMNH_393371_ND3
367,MH005314,FMNH_393372,393372,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005314_FMNH_393372_ND3
368,MH005315,FMNH_393373,393373,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005315_FMNH_393373_ND3
369,MH005316,FMNH_393374,393374,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005316_FMNH_393374_ND3
370,MH005317,FMNH_393377,393377,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005317_FMNH_393377_ND3
371,MH005318,FMNH_393379,393379,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005318_FMNH_393379_ND3
372,MH005319,FMNH_393380,393380,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005319_FMNH_393380_ND3
373,MH005320,FMNH_393382,393382,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005320_FMNH_393382_ND3
374,MH005321,FMNH_393383,393383,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005321_FMNH_393383_ND3
375,MH005322,FMNH_393384,393384,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005322_FMNH_393384_ND3
376,MH005323,FMNH_429707,429707,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005323_FMNH_429707_ND3
377,MH005324,FMNH_431265,431265,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005324_FMNH_431265_ND3
378,MH005325,FMNH_431266,431266,FMNH,NA,NA,Vangidae,Newtonia,amphichroa,,NA,NA,NA,Newtonia_amphichroa_MH005325_FMNH_431266_ND3
379,MH005326,FMNH_396202,396202,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005326_FMNH_396202_ND3
380,MH005327,FMNH_396204,396204,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005327_FMNH_396204_ND3
381,MH005328,FMNH_396205,396205,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005328_FMNH_396205_ND3
382,MH005329,FMNH_396206,396206,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005329_FMNH_396206_ND3
383,MH005330,MJR_1038,1038,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005330_MJR_1038_ND3
384,MH005331,MJR_1068,1068,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005331_MJR_1068_ND3
385,MH005332,MJR_312,312,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005332_MJR_312_ND3
386,MH005333,MJR_317,317,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005333_MJR_317_ND3
387,MH005334,MJR_318,318,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005334_MJR_318_ND3
388,MH005335,MJR_332,332,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005335_MJR_332_ND3
389,MH005336,MJR_344,344,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005336_MJR_344_ND3
390,MH005337,MJR_370,370,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005337_MJR_370_ND3
391,MH005338,MJR_487,487,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005338_MJR_487_ND3
392,MH005339,MJR_497,497,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005339_MJR_497_ND3
393,MH005340,MJR_499,499,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005340_MJR_499_ND3
394,MH005341,MJR_501,501,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005341_MJR_501_ND3
395,MH005342,MJR_502,502,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005342_MJR_502_ND3
396,MH005343,MJR_524,524,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005343_MJR_524_ND3
397,MH005344,MJR_528,528,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005344_MJR_528_ND3
398,MH005345,MJR_543,543,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005345_MJR_543_ND3
399,MH005346,MJR_561,561,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005346_MJR_561_ND3
400,MH005347,MJR_580,580,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005347_MJR_580_ND3
401,MH005348,MJR_743,743,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005348_MJR_743_ND3
402,MH005349,MJR_774,774,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005349_MJR_774_ND3
403,MH005350,MJR_798,798,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005350_MJR_798_ND3
404,MH005351,MJR_872,872,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005351_MJR_872_ND3
405,MH005352,MJR_909,909,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005352_MJR_909_ND3
406,MH005353,MJR_936,936,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005353_MJR_936_ND3
407,MH005354,MJR_938,938,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005354_MJR_938_ND3
408,MH005355,MJR_951,951,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005355_MJR_951_ND3
409,MH005356,MJR_963,963,MJR,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005356_MJR_963_ND3
410,MH005357,FMNH_345885,345885,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005357_FMNH_345885_ND3
411,MH005358,FMNH_345886,345886,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005358_FMNH_345886_ND3
412,MH005359,FMNH_345887,345887,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005359_FMNH_345887_ND3
413,MH005360,FMNH_352931,352931,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005360_FMNH_352931_ND3
414,MH005361,FMNH_352932,352932,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005361_FMNH_352932_ND3
415,MH005362,FMNH_352933,352933,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005362_FMNH_352933_ND3
416,MH005363,FMNH_352938,352938,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005363_FMNH_352938_ND3
417,MH005364,FMNH_352941,352941,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005364_FMNH_352941_ND3
418,MH005365,FMNH_352943,352943,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005365_FMNH_352943_ND3
419,MH005366,FMNH_393375,393375,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005366_FMNH_393375_ND3
420,MH005367,FMNH_393376,393376,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005367_FMNH_393376_ND3
421,MH005368,FMNH_393378,393378,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005368_FMNH_393378_ND3
422,MH005369,FMNH_393381,393381,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005369_FMNH_393381_ND3
423,MH005370,FMNH_396064,396064,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005370_FMNH_396064_ND3
424,MH005371,FMNH_427345,427345,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005371_FMNH_427345_ND3
425,MH005372,FMNH_427346,427346,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005372_FMNH_427346_ND3
426,MH005373,FMNH_427347,427347,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005373_FMNH_427347_ND3
427,MH005374,FMNH_434458,434458,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005374_FMNH_434458_ND3
428,MH005375,FMNH_434459,434459,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005375_FMNH_434459_ND3
429,MH005376,FMNH_434460,434460,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005376_FMNH_434460_ND3
430,MH005377,FMNH_434461,434461,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005377_FMNH_434461_ND3
431,MH005378,FMNH_434462,434462,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005378_FMNH_434462_ND3
432,MH005379,FMNH_436435,436435,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005379_FMNH_436435_ND3
433,MH005380,FMNH_436436,436436,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005380_FMNH_436436_ND3
434,MH005381,FMNH_436437,436437,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005381_FMNH_436437_ND3
435,MH005382,FMNH_436439,436439,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005382_FMNH_436439_ND3
436,MH005383,FMNH_436440,436440,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005383_FMNH_436440_ND3
437,MH005384,FMNH_436441,436441,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005384_FMNH_436441_ND3
438,MH005385,FMNH_436442,436442,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005385_FMNH_436442_ND3
439,MH005386,FMNH_436443,436443,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005386_FMNH_436443_ND3
440,MH005387,FMNH_436444,436444,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005387_FMNH_436444_ND3
441,MH005388,FMNH_436445,436445,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005388_FMNH_436445_ND3
442,MH005389,FMNH_436522,436522,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005389_FMNH_436522_ND3
443,MH005390,FMNH_436524,436524,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005390_FMNH_436524_ND3
444,MH005391,FMNH_436525,436525,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005391_FMNH_436525_ND3
445,MH005392,FMNH_436526,436526,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005392_FMNH_436526_ND3
446,MH005393,FMNH_436527,436527,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_MH005393_FMNH_436527_ND3
447,MH005394,MJR_330,330,MJR,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005394_MJR_330_ND3
448,MH005395,MJR_952,952,MJR,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005395_MJR_952_ND3
449,MH005396,MJR_957,957,MJR,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005396_MJR_957_ND3
450,MH005397,MJR_958,958,MJR,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005397_MJR_958_ND3
451,MH005398,MJR_959,959,MJR,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005398_MJR_959_ND3
452,MH005399,FMNH_352944,352944,FMNH,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005399_FMNH_352944_ND3
453,MH005400,FMNH_434463,434463,FMNH,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005400_FMNH_434463_ND3
454,MH005401,FMNH_436446,436446,FMNH,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005401_FMNH_436446_ND3
455,MH005402,FMNH_436447,436447,FMNH,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005402_FMNH_436447_ND3
456,MH005403,FMNH_436438,436438,FMNH,NA,NA,Vangidae,Newtonia,archboldi,,NA,NA,NA,Newtonia_archboldi_MH005403_FMNH_436438_ND3
457,MN081772,FMNH_345782,345782,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081772_FMNH_345782_ND3
458,MN081773,FMNH_352876,352876,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081773_FMNH_352876_ND3
459,MN081774,FMNH_356656,356656,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081774_FMNH_356656_ND3
460,MN081775,FMNH_356657,356657,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081775_FMNH_356657_ND3
461,MN081776,FMNH_393166,393166,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081776_FMNH_393166_ND3
462,MN081777,FMNH_393168,393168,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081777_FMNH_393168_ND3
463,MN081778,FMNH_434666,434666,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081778_FMNH_434666_ND3
464,MN081779,FMNH_434667,434667,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_MN081779_FMNH_434667_ND3
